id,sentiment,reason,confidence,feedback,original_review,category
9412,improvement,The review expresses overall liking for the TiVo but points out a specific issue with its busy recording behavior that needs improvement.,0.85,"Implement a ""Manual Record"" function that allows users to override automatic recordings.","Busy little bee!: I like every thing about my TiVo----except---- It is so busy running around the networks finding things to record. some thimes i want to record the end of a movie or program i'm watching and i have to go into the programing an stop it from recording it has found, before i can record what I want.",
9413,negative,The review expresses dislike for the book and only finished it due to obligation.,0.9,This is not a product review; it's a book review.  No product improvement is applicable.,The Handmaid's Tale: My Book Club assigned this book. I never would have chose it on my own. And I certainly never would have finished it had I not been obligated to do so before my next club meeting.,
9414,improvement,The review is positive about the trays' functionality but suggests an improvement regarding overfilling and lid removal.,0.88,Design a lid that is easier to remove even when the tray is overfilled.,works but don't overfill: These trays are very neat & work as designed for ice. We got them for baby food & found out quickly not to overfill them or the lid is nearly impossible to get off. I like that you can pop out just the number of ice cubes you need.,
9415,negative,"The review expresses extreme dissatisfaction with the product quality, and the company's poor customer service regarding returns and refunds.",0.95,Improve product quality control and streamline the returns/refund process.,"Don't Buy Defective Product and No Returns: Do not purchase any of the items from razer. First of all, when i purchased this mouse it looks and feels very cheaply made. Its like a KINDERGARDEN TOY. At the same time i purchased a keyboard along with the mouse. When i received the keyboard the page down button was not even attached to the keyboard, the clipping was BROKEN and then the W key for the keyboard DID NOT WORK. I asked for a refund sinec i purchased the product through Razer.They made it difficut to refund. The first email i sent out was March 10, 2010 and now it is March 22, 2010 and they still have not given me a RMA number after i requested it FIVE TIMES. This is ridiculous. I will be submitting a DISPUTE to the credit card company.",
9416,improvement,"The review praises the movie itself but criticizes the DVD's region coding issue, making it playable only on a computer.",0.8,Ensure all DVDs are coded for appropriate regions to avoid playback issues.,"the movie is great, but the two on dvd i received are NOT coded for the USA!!!: this is suppose to be a multi-national, coded dvd, but 2 for 2 were rejected by my new dvd player. i then placed both into my lap-top and a message displayed that 2/5 codes worked while 3 were inactive (USA, being 1/3 inactive codes). so, don't purchase this dvd unless you watch it on your computer online. HOWEEVER, the movie is excellent!!! it is totally clean, comical, with some drama, romance, and warmth of humanity. so i have cept one of the 'not coded for the USA' copies for my laptop, because i cannot get it anyother way apparently. NOT EVEN FROM AMAZON!",
9418,negative,"The review expresses disappointment that the book lacks pictures, making it unsuitable for its intended purpose.",0.85,Include sample pages or a preview of the book's content.,"Don't buy it for the pictures... there aren't any!: I was looking for this title to share with my first grade class, this is not the one, all words",
9422,negative,"The review strongly criticizes the book, recommending a different one instead.",0.9,Highlight unique aspects or perspectives not covered in competing books.,"Same ol' song and dance: A friend of mine bought this book and shouldn't have. Laura Schellhardt isn't a seasoned pro at screenwriting, she is a TEACHER. Not a good one at that.Yes, the book is informative, but it doesn't say anything different that any other book does, other than the Screenwriter's Bible by David Trottier. Trottier is a professional writer with numerous credits under his belt. So my advice is to ""Schell"" out an extra dollar so you can buy the Screenwriter's Bible and just leave Screenwriting for Dummies alone.",
9423,negative,The review expresses disappointment with the album versions compared to the originals.,0.8,"Offer various versions of songs, including original recordings.","not rock and roll: I bought this album when i was converting from tape to cd and could not find This Means War, or Beyond Belief on cd. This one had the songs on it that I was looking for but the original versions compaired to the new versions is like some one took a Metallica song and had the Back Street Boys sing it accapella",
9424,improvement,The review expresses overall enjoyment of the book but points out issues with excessive details and an unsatisfying ending.,0.85,Provide a more conclusive ending or an epilogue to address reader questions.,"Me quede aterrada con ese final: Isabel Allende tiene una forma unica y peculiar de escribir. Me gustan mucho sus libros, pero tiene un problema: da demasiados detalles y se sale de la trama. Esta era una fantastica historia, sin embargo, no le dio la importancia que debio darle al personaje. Se intereso mas en describir la vida en chile y otras cosas que le restaban importancia a lo que verdaderamente la tenia: la historia de Eliza. No es que no me haya gustado, si me gusto, pero el final es algo tragico e inesperado. Me quede con las ganas de saber que paso despues. Se habra quedado con tao'chien? se habra reconciliado con Miss Rose? Eso nunca lo vamos a saber!",
9427,negative,"The review expresses strong dislike for the book, citing dullness and difficulty in reading it.",0.9,Improve shipping speed and potentially offer a digital version for faster access.,"1984: I thought it was a very dull and cheesy book. Every time I picked it up, I fell asleep. I had to read it for school, and it took forever to get here when I ordered it. Barely finished it in time.",
9428,improvement,"The review is mostly positive about the mug's look and seal, but points out poor insulation as a significant flaw.",0.85,Improve the mug's insulation to keep coffee hot for a longer duration.,"A decent mug, but it has poor insulation: If you like to drink your coffee fast, this is the mug for you! Even with preheating, coffee only stays hot for 2 hours. The outside of the mug feels warm immediately after filling. I expected better performance. Other features are fine such as the stylish look and tight seal, but for an extra five bucks you can get a top of the line travel mug that performs its core function better.",
9429,negative,The review expresses disappointment with the book cover design.,0.75,Change the book cover color to a more suitable and less jarring shade.,"O'really..: The contents' probably great, but what happened to the cover of the book? Did Young & Bernbach over-squeezed their ""creativities"" and left the cover of this book out cold? Wake up guys...bright yellow is a definite NO-NO for a book cover...leave the ""neons"" for Las Vegas...!!",
9430,improvement,The review praises the quality but recommends ordering a larger size.,0.85,Develop a more inclusive size chart with clearer size recommendations.,"I recommend ordering a size or 2 larger than your regular size.: I ordered the Squeem waist shaper in a size small...my general size is 4-6, I'm 5'4 and weigh 120lbs right now; over the winter I ate too much cheese and gained about 7 lbs which isn't much to complain about but I have a roll of belly fat that shows through a slinky dress (I just wanted to smooth out my middle and fat above my hips). I wish I'd ordered a medium (or even large) instead because as I was hooking the waist shaper from top to bottom as instructed it was way way way too tight by the time I tried to hook the lower 6"" above my hips. I don't want to be uncomfortable I just want a smooth finish! So, if you're similar in size I recommend ordering a medium instead. In general the quality of the product is exceptionally well stitched and built to last.",
9433,negative,The review expresses anger about the Kindle version costing money when it should be free.,0.9,"Offer a free Kindle version of the book, given its public domain status.",Why is Amazon charging for Kindle version of this?: This story is well over 50 years old and in the public domain so why is Amazon charging for the Kindle version of this? It should be free. And it is free - a quick Google search will reveal full text versions that you can read online for free.,
9437,negative,"The reviewer warns that the book contains adult themes and is inappropriate for children, despite acknowledging its potential merit for adult studies.",0.8,"Add a clear content warning to the book's description, highlighting mature themes.","Not for children: Although this book is about a 10 year old Samoan girl the subjects the author explores are adult. The book is dark and deals with sexual issues and family violence. I'm not saying the book is without merit. It would surely have a place when studying modern polynesian cultures as an adult, but I think buyers should know that it is inappropriate for children.",
9442,negative,"The review expresses significant disappointment with the story, citing tedium and a simple-minded plot.",0.88,Improve the storyline to be more engaging and less predictable.,"Big Disappointment: Nice gimmick, but lousy story. The director is in love with the way he's telling this mediocre story and that sustains the movie for the first thirty minutes, but then tedium sets in. I'm glad he tried so hard to do something different, and that may make the movie worth seeing (ok, it's worth seeing briefly for being unique, but you'll get bored with it pretty quickly so have another movie handy to put in when this one starts putting you to sleep). There is mild fun in trying to piece all the elements together, but once you do there isn't anything interesting going on. People are giving this movie too much credit for telling its story from both the beginning and the end at the same time with an actual ending somewhere in the middle, and aren't giving it enough criticism for being just a simple minded and uninteresting story to begin with.",
9443,improvement,The review provides helpful information on where to purchase the book but is not a review of the book itself.,0.7,Add a prominent link to purchase the book and PDF on the product page.,"Where to purchase this book (and PDF) online...: This book (under the name ""MMURTL V1.0"") can be found on Sensory Publishing's website:http://www.sensorypublishing.com/mmurtl.htmlYou can purchase a PDF of the book (and the source of the OS itself), or pay extra for a printed copy in addition to the PDF. (My original review was truncated before the URL for some reason.)",
9445,negative,The reviewer expresses strong dissatisfaction with the singer's performance and gives a low rating.,0.9,Replace the current singer with a vocalist who better suits the band's musical style.,"Needs a new singer: I gave this a 2 star rating because Sharon den Adel can not sing. This would be a perfect band if they found a new singer, this album is horrible with her. I thought she sounded decent on one song and she's not that great on the first album either. She sings off key all the time (especially when she starts singing high) and I have no idea why this got such a good rating.",
9448,negative,The reviewer expresses anger and disappointment due to false advertising and high shipping costs.,0.92,Update product listing to accurately reflect packaging (rolls vs. 6-packs) and revise shipping costs.,"Bad!!I false advertiser!: I have to give them a negative-10! the add clearly says a 6pack so I ordered 5 sixpacs and the only sent me 5 rolls! Clearly false advertising! I even orderd some for my sister! What a rip off! Don't order from them!!!!!!!!!!!!Plus the shipping of $8 that is a RIP OFF!!!!!Scotch Sealing Tape, 1.88 x 54.6 Yards, Clear, 6 Pack (3690)",
9451,negative,"The reviewer initially liked the product but highlights its unreliability and eventual malfunction, leading to dissatisfaction.",0.9,Improve software stability and reliability to prevent frequent freezing.,"okay at first...: So I got this as a christmas gift one year and was very happy with it. It's a great mp3 player with a good navigation menu (much better than a sansa or an iPod), good features, and great sound quality. It was all I just perfect for about the first year. Thats when the problems started. One day it froze up, but I reset it, no problem. About two months later it froze again. And again. And again. And again. Lately it won't even turn on long enough to hit the play button before it freezes. As one could imagine, it's completely useless now. I'm looking into replacing it with either a Sony Walkman or a Creative Zen (the new one, not a Zen V) and I hope whatever I decide on will be more reliable. Overall, I would not suggest this to anyone, because even though it seems great, the reliability of the software leaves something to be desired.",
9452,negative,The review expresses disappointment due to the product breaking quickly despite a good concept.,0.85,Improve the materials used in the corkscrew's construction to increase its durability.,"Oxo Corkscrew: Don't waste you time and money on this corkscrew. It broke within the first week's use...good concept, but poorly constructed.",
9453,improvement,"While generally pleased with Netgear products, the reviewer points out the unacceptable wait times for technical support as a major drawback.",0.88,"Implement a more efficient and readily available technical support system, such as 24/7 online chat support.","decent products - awful technical support: I've had a variety of netgear products over the last 3-4 years. I've generally been pleased w/features and functionality.Up until recently I've never had to draw on netgear tech support. However, after a year of working fine one of my firewall/routers went ""kerplunk."" All the signs point to a hardware problem. So I contacted tech support realizing that I'd have to go through the usual rigamorole (sp?) to get an RMA.However, despite a very detailed email description of the problems and the various things I did to try and fix them (firmware upgrades/reinstalls, hardware resets, etc) the tech who answered me told me I'd have to contact them through telephone support.Currently (11:10 PM Eastern Time, 29 July 2003) wait times for tech support are in excess of 140 minutes! That's unacceptable.If you are lucky enough to never need tech support, or to have an item repaired/replaced then netgear is a fine option. Otherwise, buyer beware!",
9454,negative,"The reviewer expresses disappointment with the Kindle edition due to numerous unreadable words, rendering the book unusable.",0.92,Correct the errors and unreadable words in the Kindle e-book edition.,"Outlines of Theology, AA Hodge: Kindle edition: Very disappointed. The book is a great work, but there are so many unreadable words in the Kindle e-book edition that after a few pages of frustration, you finally give up trying. This product should either be taken off the availablity or corrected for errors so it becomes readable.",
9455,negative,The review expresses dissatisfaction with the costumes and states the video is not suitable for children.,0.8,Add a content warning to alert customers about mature themes and potentially offensive content.,"Not for Children: Donny Osmond was wonderful as always, the female lead was not as strong as the CD. This video is not for children. The costumes in the Pharoah's scene are offensive and in poor taste.",
9461,negative,"The review expresses significant disappointment with the book, citing inconsistencies and lack of closure.",0.9,Improve the plot coherence and provide a more satisfying conclusion with proper resolution of existing conflicts.,"WOULD THE REAL JEAN AUEL STAND UP: Would the real Jean Auel stand up. This book,THE SHELTERS OF STONE, seems like the author had three people read the other books in this series and then had them each pen the chapters. It is a great drop below her other books. No real finality to the problems that were introduced in the last book. And with the new problems introduced in this book, the reader is left with a sense of loss. No closure to Ayla's pain about Durc. No meeting among the Clan and the Zelandonii. Ayla has to be able to strut her stuff for the good of her new people.",
9462,negative,The review points out a significant issue: the book is not in the advertised language.,0.98,Improve language selection accuracy on product listings.,"not in English: Not really a review, I'm sure it's a fine book. The Item is listed on Amazon as being in the English language, but it is in Arabic. Please be aware.",
9463,negative,"The review expresses disappointment with the condition of the product, which was not as described.",0.85,Implement stricter quality control checks for 'brand new' items to ensure they meet the advertised condition.,"Not brand new as described: I love time trax, and I love collecting movies, the only problem that I have is when I pay a premium price for an item that is supposed to be brand new, but it turns out to be a dv case full of used and scratched/scuffed discs that have obviously seen their way around the break room or wherever some employee decided to watch it. I only come to that conclusion because the item is not from a private seller. It is suppose to be factory direct via amazon. Very disappointing. I begrudgingly will not send it back as I have been waiting a long time for these to be available and I am sure with all o the problems this item has had it probably won't be around very much longer, if you don't care about condition than go for it.",
9465,negative,The review expresses strong dissatisfaction with the book's length and repetitive arguments.,0.95,"Offer a shorter, summarized version of the book, perhaps as an article or executive summary.","A shame to kill so many innocent trees.: This book is flat out too long. The author's argument is simple. So simple, in fact, that this would have made an excellent journal article. Instead, the author drags it out, and drags, and drags, and drags and...you get the idea. Read the book reviews instead. You'll save yourself a few hours.",
9468,negative,"The review expresses disappointment with the author's writing style and lack of educational value, ultimately recommending against the book.",0.92,"Provide more detailed book descriptions, including writing style and content summaries, to better manage customer expectations.","Not Impressed by Cabot: I expected great things from Cabot's books. I was let down. I did not care for her writing style, nor did I find her information moving or educational. I am genuinely surprised that so many people find Cabot to be a literary value. I just don't see it. I would not recommend Cabot's works to anyone interested in paganism or witchcraft.",
9469,negative,"The review strongly criticizes the movie, deeming it one of the worst films ever seen and expressing significant regret for watching it.",0.98,Develop a more robust movie review system with better filtering and user warnings for potentially low-quality films.,"Not Just ""Borderline"" Terrible--It Is Terrible!: Thank your ""Lucky Star"" if you miss this one. This movie is so bad I don't know where to start. I don't like Madonna to begin with. It's bad enough that I have to hear her belt out her crappy pop ditties on the radio and see her face plastered on magazine covers, but this so-called ""movie"" is quite possibly the worst thing she's unleashed on the public. It's even worse than ""Body of Evidence"" and that's saying something. Maybe I'm prejudiced against Madonna, but I was willing to give this movie a chance...boy, do I regret it. I want my two hours back.",
9471,negative,The review expresses strong dissatisfaction due to a malfunctioning product and lack of customer service.,0.95,Implement a more responsive customer service system to address customer issues and returns promptly.,The Digital Caliper Did not work!: I am very disatisfied! I purchased this as a Christmas present. We got a call 2 days later saying it did not work! I tried to contact Apex Tools and they never returned my calls! Now I am stuck with a product that does not work and that I cannot return because no one has returned my call!,
9472,negative,"While acknowledging the film's quality, the review expresses frustration with the difficult navigation of special features, making the overall experience negative.",0.8,"Simplify the DVD menu navigation to make it more user-friendly and intuitive, eliminating the need for external cheat sheets.","Navigational Nightmare Extremely Frustrating: The film is great, don't get me wrong. It is a five-star film. Just do NOT buy this special edition without being warned. The ""special"" part of this is that the director made it almost impossible to actually watch the movie. All of the great extra features on the disc 2 are not available unless you figure out some sort of puzzle and answer random questions the way that the director thinks they should be answered.There are cheat sheets for navigating the menus available on the web, but you really shouldn't have to do a Google search in order to watch something that you paid for!",
9475,improvement,The review is largely positive but points out a flaw in the handle assembly.,0.85,Add a locking mechanism to the handle assembly for improved security and stability.,Job Boss Compressor Review: This compressor has delivered in all of the areas I expected. It is very portable and easy to use. CFM output is very adequate for small jobs or larger demands for short periods of time. My only disappointment was with the handle assembly. I feel that it should be more secure with some sort of locking mechanism.,
9477,negative,The review expresses dissatisfaction due to a missing adapter and persistent background noise.,0.9,Improve quality control to ensure all advertised accessories (like the RCA adapter) are included and eliminate background hissing in audio products.,"Sorry to have purchased.: First problem, the RCA adapter was missing that was supposed to be included. Second I was very dissapointed to hear a background hissing on all three channels. Whether I was one foot or several feet away the background noise was always there. I expected better from Sony.",
9478,negative,The reviewer strongly dislikes the product and plans to get rid of it.,0.95,Increase the length of the elastic band to allow for easier and more secure attachment to various surfaces.,"I would rather scrape: I dont care for this item. I would rather scrape the windshield off. The elastic is to short to hook onto anything. I bought two and they are going in with our rummage sale items, to be sold or given away.",
9479,negative,The review accuses the product of being fake and warns against online purchases.,0.98,"Implement a verification system to ensure that only authorized distributors can sell products online, and display the expiration date clearly on the product page.","FAKE PRODUCT!!!!: This is not a real product from Herbalife, that's why its cheap. It's fake and won't buy it again. I recommend to purchase Herbalife products only from reliable distributors not online. Most products that are sold online already expired. I will report this to Herbalife!",
9480,negative,"The review expresses strong dissatisfaction with the product, calling it ""super cheesy"" and a ""waste of money"".",0.9,Offer short video previews of the DVD content on the product page.,"Wanna buy mine??: I bought this DVD after trying Turbo Jam off of Beach Body (cause I LOVE, LOVE, LOVE Turbo Jam!!) thinking this might be just as good....boy, was I wrong!! I have taken a couple of yoga classes and this video was SUPER cheesy - nothing like real yoga!! I really wish that I would have been able to sample a little video clip of it on the internet before purchasing. I think it was a waste of money. I wouldn't recommend it.",
9481,negative,The review expresses disappointment that the DVD is from the wrong region and unplayable.,0.8,"Specify the region coding (e.g., NTSC, PAL) of the DVD on the product page.",Check what region your in....: Love the movie and wanted it in my collection but it came from England and wouldn't play in my DVD player.,
9485,negative,The review expresses disappointment with the product's condition upon arrival and lack of extra labels.,0.8,Improve packaging to prevent magnets from detaching during shipping and include additional blank labels for customers to customize.,"Cheaper Than It Looks - Cheaper Than It Costs: The product looks nicer online than it does in person. When I opened the box, the stand was intact, but 10 of the 12 magnets had popped off the back of the cannisters and I had to reglue them myself.There are 12 spices included with labels, but it would have been nice if they provided more pre-printed labels for other spices, or at least blank labels you could fill in yourself. Overall I'm pretty disappointed.",
9486,negative,"The reviewer strongly dislikes the book, comparing it unfavorably to other works by the same author and criticizing its graphic content.",0.9,"This feedback is about the book's content, not the product itself, so no product improvement is necessary.","Makes Tommyknockers look like genius: I never thought I would say this, but this makes 'The Tommyknockers' look like a really excellent book... this is not up to par with King's recent offerings such as 'Bag of Bones' and 'Hearts in Atlantis.' King goes for the the gross-out in this book, and leaves the reader cringing with graphic images of various bodily functions. I am a big King fan, but I cannot in good conscience reccommend this book.",
9488,negative,"The reviewer is unhappy with the high shipping cost, the quality of the shirts, and the overall value for money.",0.85,"Reduce or eliminate shipping charges, or clearly display all costs upfront.","Not worth the cost.: Bought 2 shirts $29.99 did not really think this through for the shipping charges $20 per shirt, 2 shirts came in one box(size of a medium pizza box).The company did offer to take the shipment back but, it was too late, I opened the shirts. After 2 washes, they are not holding up too well, so overall. I would not endorse this company or product.Amazon though, did acknowledge my issue with this shipping transaction as best they could. I hope they will improve for the next buyer.",
9490,negative,The review expresses strong dissatisfaction with the product's functionality and value.,0.95,Improve the design of the knife to ensure it can penetrate all can types.,"Not pleased with product: The knife on the can opener will not penetrate some cans, therefore it will not open them. Some can edges appear to be different heights which probably contributes to the problem. It never occurred to me that it would be unsatisfactory so when I unpacked it, I discarded the box and packing, otherwise I would have returned it. I am very unhappy with this cutter, especially as much as it cost and will shop around for another kind. Would not recommend.",
9491,negative,"The review expresses disappointment with the movie, despite acknowledging the actors' good performance.",0.8,Rewrite the script and improve the plot.,A Letdown: the movie promised much and delivered nothing!! Two stars for the actors who did a good job with a lousy scenario and plot.,
9493,negative,"The review expresses strong disapproval of the movie's quality, citing poor writing, acting, and visuals.",0.9,Improve the picture quality and lighting.,"Why do people like this?: The costumes and sets aren't too bad, but otherwise this looks like a bad TV movie from the 70s usually does. I agree that there is less of the melodrama than in Cecil DeMille's film, but the writing and acting are still painful to watch, and the picture is always dark. It must be that people feel nostalgic about something from years gone by, because this movie looks so very bad compared to classics of the past and modern filmmaking.",
9494,negative,"The review expresses extreme dissatisfaction and disgust with the CD's content, criticizing its misogynistic themes.",0.92,Remove or revise offensive and misogynistic lyrics.,"Typical white-male misogyny: A man I met (purely by accident) suggested I purchase this CD - so I thought I'd try it. I guess the joke was on me. I mean, this was more of the same-old, except taken to the extreeeeem! These ""men"" think they are God's gift, the whole time putting down anything without a 10"" ""love prong"" Who do they think they're fooling? These are scared little boys - with large guitars (and that's about it). ""Working"" on a Sex-Farm? I'm sorry but I (nor any woman I know) wants to be ""plowed like a bean-field"" or ""stuck with [his] pitch-fork""!!! I even heard (the usually acceptable) Rob Riener made a movie about these perverts! Is the whole male world going crazy?",
9497,negative,"The review expresses disappointment with the quality of a ""Tobor the 8th Man"" DVD and the incompleteness of an episode.",0.8,Include all episodes of Tobor the 8th Man on the DVD.,"The 8th Man episode is incomplete: I have fond memories of ""Tobor the 8th Man"" from the mid-60s and I wanted my 4-year-old son to experience the character. Since the quality of everything on this DVD is cr*p, that was all I was hoping to gain. It's hard to say whether I accomplished my goal or not. My son has learned the theme song, but still hasn't seen a complete episode.Is anyone aware of a DVD of the original series being available?My best friend has a theory why we no longer see this character on American TV: Ever notice the ""funny cigarettes"" he smokes when he needs to power up? HA!",
9500,negative,"The review expresses dissatisfaction with the product's performance, comparing it unfavorably to an older model.",0.9,Increase the capacity of the Black & Decker Chopper Plus container.,"The Black & Decker Chopper Plus.: The Black & Decker Chopper Plus did not work if you put more than 1/2 the container full of your ingredient. I was not happy with the product. I have had one for years and it works alot better than this one, but I had lost the blade to it and had to purchase this one.",
9501,negative,"The review uses extremely negative language to describe the movie, stating it was a waste of time and poorly made.",0.95,Improve the special effects and overall plot of the movie.,"Terrible movie: This was a total waste of 90 minutes of my life. Terrible, boring, stupid, and senseless don't begin to describe this waste of film. How anyone can rate it 4 or 5 starts is beyond me. I think I'm open minded. I watch horror, slasher, foreign and suspense films all the time. This has nothing going for it. It is NOT scary in the least. And the special effects are about as well done as a high school play. This is just garbage. I would have given it zero stars, but that's not an option.",
9502,negative,The review describes a negative experience involving law enforcement and implies a consequence from the product's delivery.,0.9,Remove uranium ore from product offerings.,"Need a lawyer or an act of Congress !!!!: After the 200 jars of your uranium ore arrived at my home. A heavily armed S.W.A.T team tossed in a few tear gas canisters and broke down my front door. Thankfully, they have WIFI here at Guantanamo. I hear my wife will be getting out of the hospital soon and my kitty kat will be fetching tear gas canisters in heaven now. All of my new friends don't speak a word of english but the weather is nice here. Thanks Amazon.com and thank you Department of Homeland Security!",
9503,improvement,The review expresses initial excitement but points out significant formatting issues that detract from the reading experience.,0.85,Add a table of contents and improve formatting to enhance readability.,Formatting makes this book hard to read: I was excited to read this free book until I received it.Unfortunately there is no table of contents.Some of the punctuation is different from the original. This is distracting and slows the pace of the book.Everything runs together. The entire book from the preface to the end reads like one chapter without a break.,
9505,negative,"The reviewer expresses disappointment that the kettle doesn't whistle, a key feature they need.",0.9,Implement a reliable whistling mechanism in the kettle design.,A whistling tea kettle which doesn't whistle.: I love OXO products except for this tea kettle. I -need- a kettle that whistles and this one doesn't. I burned up my first one of these and am now on my second. Both were gifts or I would have returned them. The steam comes out around the base of the spout.,
9508,negative,The review expresses dissatisfaction with the low volume of the sound.,0.85,Increase the volume output of the device.,Low quality sound: The volume is low and even with my Tv turned all the way up I can barely hear it : (,
9511,negative,The review expresses dissatisfaction with the book's confusing advice and the type of relationships it promotes.,0.8,Separate advice for one-night stands and polygynous dating into distinct sections.,"A guide to one-night stands: This book is confusing and difficult to follow because the author tries to cover one-night-stands and polygynous dating with the same advice. Basically, you will probably get laid using these tips, but the type of woman you will reel in may not be the type you'd want to see again... ever.For example, what do you think happens when you use money as an incentive to control womens' behavior? She is going to use sex in a similar fashion to control you. Unless she's an idiot. But hey, if you read this book with the goal of getting laid, you're probably into that.",
9515,negative,The reviewer found the book highly disturbing and inappropriate for children.,0.95,Add an age appropriateness warning label to the book.,"BEWARE: This is not an appropriate book for children! As a child, I myself found it highly disturbing. Although the pictures are cute, I would never allow my child to read it.",
9516,negative,The reviewer suspects review manipulation and expresses dislike for the lack of transparency regarding the reviewers' affiliation with the seller.,0.8,Implement a system to identify reviews from sellers or associated reviewers.,"Can You Say - Stuffing The Ballot Box?!?: At the time of this writing, when I click on 'See all 91 reviews' ALL OF THE 5 STAR REVIEWS on the page (reviews 1-10) are written by a reviewer who has reviewed ONLY THIS BOOK! Since 7 of these 10 reviews ARE 5 star reviews I either have to conclude that this book is the most sensational book of the century and inspires people who have never written another review ever to sign up on Amazon to do just that for this book OR the ballot box is being stuffed here. Read the more measured reviews and the astute reader will be able to easily discern which of these two possibilities is true...I, personally, don't like it when the seller himself or reviewers associated with the seller do not identify themselves as such when reviewing a product!",
9517,negative,"The reviewer did not enjoy the book, describing it as rambling and nonsensical.",0.85,"Improve the plot summary to be more concise and engaging, highlighting key plot points without spoilers.","Fahrenheit %0ZERO0%: Fahrenheit 451 by Ray BradburyI didnt really like this book, it was all just people rambling on and on about how there life sucks, the whole worlds sucks, and burn books. I dont know how you could enjoy this book. People just talk to talk in this book. Its about a guy named montage that is a firefighter. He burns things instaed of putting fires out. He meets a wierdo girl who talks nonsense, this guy starts to think what hes doing starts reading books and gets caught. He then has to burn his books. He doesnt want to go to jail so he Runs away.",
9518,negative,The reviewer accuses the book of being politically biased and an attempt to capitalize on another book's success.,0.9,Add a section addressing the claims of plagiarism and political bias to increase transparency and address reader concerns.,"Shameless Political Nonesense: No doubt written from the same typewritter CBS used for it's forged memos used in the 60 Minutes show. This is a transparent attempt to steal the amazing popularity of ""Unfit for Command"" a best seller by John O'Niell and Joe Corsi.",
9521,negative,"The review criticizes the docudrama for its biased portrayal of Wernher von Braun and the American space program, warning viewers to consider its perspective.",0.8,Include a disclaimer acknowledging the potential bias and encouraging viewers to consult additional sources for a balanced perspective.,"Well made but extremely skewed: This BBC produced docudrama displays its roots - the British apparently cannot get beyond the fact that Wernher von Braun was the mastermind behind the V2 program. I can't say I blame them, that's human nature, but it must be factored in by viewers who are not fully aware of the facts. After watching this program, an uninformed viewer would be left with the impression that virtually everyone working on the American program was morally, intellectually and patriotically inferior to their Russian counterparts.Viewers will probably enjoy the drama but should take it cum grano salis.",
9522,negative,"The review explicitly states the book ""just doesn't work"" as a how-to book and recommends an alternative.",0.9,Clarify the book's intended audience and purpose in the description to avoid misleading potential buyers.,"As a How-To Book, this one just doesn't work.: It's the truth that early Mormon leaders told fanciful tales about Moon Men and the Lost Ten Tribes . . . to their kids at bedtime. It seems there's a difference between what a Mormon leader says from the puplit as official doctrine, and what they say having fun with their family. It's the same with anyone. This book takes snippets from private journals and attempts to pass them off as official doctrine. As a How-To Book, this one just doesn't work.A better book to buy from Amazon on this subject is Tinkling Cymbals and Sounding Brass : The Art of Telling Tales About Joseph Smith and Brigham Young (The Collected Works of Hugh Nibley, Vol 11) . Hugh Nibley, David J. Whittaker (Editor) / Hardcover / Published 1991",
9523,improvement,"While acknowledging the manga is enjoyable, the review suggests the anime is only appealing to existing fans and points out a plot issue.",0.75,Correct the character's gender in the anime's description to match the original source material.,"The manga is better.: The anime would probably only appeal to fans of the original manga (comic.) For those not in the know, Kimera should be refered to as ""he"" rather than ""she."" I am not surprised the english released changed it to ""she."" though.Not being fluent in Japanese, I can only guess at the plot, but the manga is fun to look at.",
9524,improvement,"The review states the device is ""generally good"" but points out a significant flaw with the viewing angle and suggests improvements for the next version.",0.85,Improve the viewing angle and add an anti-reflective coating to the screen.,"Generally good; viewing angle annoying: I agree with most of what the previous reviewer said. What I dislike most is the are extremely narrow viewing angle and the lack of antireflective coating. Otherwise, it is a generally good device.My wish list for the next version includes built-in Wi-Fi and the ability to browse the network neighborhood and pull media files from any machine on the local wireless network, and an internet browser :-)",
9526,negative,"The review is highly critical of the movie, criticizing the director's originality, the choice of the leading actor, and the movie's exploitation of anti-Islamic sentiments.",0.9,This review is not about a product and therefore no product improvement can be suggested.,"A Braveheart wanna-be. Shame on you, Scottmus.: I have been of the opinion that Ridley Scott is an opportunist with no originality. While Braveheart itself fabricates history, it is not without some enthusiastic immitators. Ridley Scott evidently took the Braveheart forumla to heart, and his attempt to clone it is the flick Gladiator.I realize it's a matter of personal taste, but the choice of Crowe as the leading character is a poor one. There's always something filthy and unseemly that comes through Crowe. I can't put my finger on it, but it's a persistent problem with Crowe as far as I am concerned.Now back to Scott. His latest venture, Kingdom of Heaven, again follows the Braveheart formula, and exploits the hatred towards Islam in the West. An opportunist he is.",
9528,improvement,The review is largely positive about the carafe's functionality and durability but suggests an improvement in the design for easier cleaning.,0.88,Design the carafe with a wider top for easier cleaning.,"Works well, is a bit hard to clean: I've been using the carafe for 3 months, and generally speaking a pleasure to use. it's decently constructed (though by no means heavy duty), and it's lasted so far, even though I'm not gentle on things.My only real complain is that because the carafe narrows at the top, and it's rather tall, it's hard to clean the bottom without a brush.",
9530,negative,The review mentions having to return the product due to its weight and unappealing design.,0.8,Reduce the weight of the hair dryer and use a less conspicuous cable color.,"Had to return it...: The hair dryer is very heavy. Also, while I like the yellow design of the dryer itself, the yellow cable makes this look rather like a home improvement tool.",
